x_num_1,x_num_2,x_cat_1,x_cat_2,x_cat_3,true_label
0.9862807469771635,-3.649445027785289,0,1,2,0
-1.2331377904753609,-3.282618239266394,0,1,2,0
2.9108821309550805,-0.20608985271415703,0,1,2,0
2.599062039870329,2.4146159128233164,1,2,0,1
-7.094861094839901,-4.110607105025803,1,0,0,2
0.98018193682451,-1.9927111117534537,0,1,0,0
-2.6742518865939737,-3.0552529457421653,2,2,1,2
-5.154539220590004,-3.8046126332142967,2,0,0,2
-5.183026323759319,-4.281379983484564,2,1,2,2
0.44474889906057014,-3.107458199993799,0,1,0,0
-7.175646699253188,-4.392732651286001,0,1,1,2
-6.255098146090714,-3.662434131608602,0,0,1,2
-4.273920062979877,-3.411981865264101,2,0,1,2
3.3005272088607214,1.8457353330587365,2,1,0,1
0.5648854361852698,1.995464682809689,1,2,0,1
-6.169303270542697,-3.5411747785231866,2,0,1,2
-8.303977694501596,-5.324222690746524,2,0,2,2
-5.82218828792881,-4.024149376012075,2,0,1,2
2.800092406283498,2.6340231582451894,0,1,0,1
-7.961058907738952,-4.270976772851416,2,0,1,2
2.5652617988769255,1.9883253432242356,2,1,2,1
-7.087918652872988,-2.4642337294007097,2,0,1,2
1.4442159448647607,-3.824625581591369,0,1,2,0
-4.608158187315063,-4.337877958826465,2,2,1,2
1.5374787633828877,1.5048639381153999,1,2,0,1
3.0557988401337552,-3.526367335106102,1,1,2,0
4.633955870103446,3.2418827478985786,1,2,0,1
-5.5010710941585845,-4.8951656700215604,0,0,1,2
2.0915631282409874,-2.6808656397919104,0,1,2,0
0.5796950669074173,-1.819907724022528,2,1,2,0
-5.609353085559861,-4.05778616733333,2,0,1,2
-5.470219829576459,-7.554951345801738,2,0,2,2
-3.919312080773322,-1.9460539198039273,2,0,0,2
-4.665471173240388,-3.703763472334587,2,0,1,2
0.3230478140721884,-2.529045995928132,0,1,2,0
1.0747388679900698,1.9842307450884487,1,2,1,1
-5.937956097623519,-5.5067443696304315,2,0,1,2
-5.254758518886626,-3.3868779472404515,2,0,2,2
2.9651737239017715,3.0633386708503925,1,2,0,1
1.8397152652031625,4.1843367889769825,1,0,0,1
-0.36153508407462787,-4.253239532724967,2,1,1,0
1.742139416060353,-3.416523272256195,0,1,1,0
2.262804879090026,2.522429445288385,1,1,0,1
-6.264854983646158,-4.2701218108937535,2,0,1,2
1.1778684436198135,-3.067485520365243,0,1,2,0
3.043398351291592,-4.407374899995517,0,1,2,0
-5.60022075099161,-4.410496261997565,0,0,1,2
