x_num_1,x_cat_1,x_cat_2,x_cat_3,true_label
1.1428857035384854,2,0,1,2
1.7366753664768955,0,1,0,0
0.7887097944651789,0,1,2,0
-2.9022182297713113,1,2,0,1
0.0058415613857094595,2,0,1,2
1.7157228695687516,0,1,2,0
-2.2426341330258985,0,2,0,1
-0.8366236948795919,0,1,0,0
-0.8327137282353902,2,0,1,2
-2.0493367198865737,1,2,1,1
-1.696574348127496,2,2,0,1
1.704290632232858,2,1,1,2
1.4475607274032438,2,2,2,0
-0.24305468415967701,1,2,0,1
-1.8470901923438228,1,2,0,1
0.8985535581988469,0,1,2,0
-4.3712577210790915,1,2,0,1
-2.5376676434378167,1,2,0,1
1.2483850573099498,2,0,1,2
-3.6812461495998448,1,2,0,1
1.1581162407485353,2,1,0,2
-2.325246058423101,1,2,1,1
-4.227257242219646,1,2,0,1
2.0574358343641777,2,0,1,2
-2.5641376458145695,1,2,0,1
1.2350635996975354,2,1,1,2
1.4674100407660164,0,1,2,0
-2.408493435603885,1,2,0,1
0.015284203812068298,0,2,2,0
1.9154359012156874,2,1,2,0
-0.6161716042583855,0,1,2,0
-0.7132654528455397,0,1,2,0
0.6675335856635087,2,0,1,2
-1.972087768137958,1,2,0,1
0.44599126098435016,0,1,2,0
-2.5982480548472657,1,2,0,1
-0.33050369260220913,2,0,1,2
-0.7799236177820326,1,2,0,1
1.9548679709216106,2,0,1,2
-1.666077927108298,1,2,0,1
1.4479233632452075,0,1,2,0
-3.4927340963733577,1,2,0,1
1.0381905979704762,0,1,2,0
2.748852376672346,2,0,1,2
-3.1385042944594,0,2,1,1
0.966305218658372,0,1,2,0
1.0583666797207307,2,1,1,2
3.4981989223609085,2,0,2,2
1.0092083862322994,0,1,2,0
1.387226094937811,0,0,2,0
-2.2344738917308917,1,2,0,1
-1.4360294192041332,1,2,0,1
1.9312037505704678,1,0,1,2
-0.35261799831680607,1,0,0,1
2.049330312442714,2,0,1,2
1.5499988759000765,0,1,2,0
1.311658050676509,2,1,1,2
1.8339727642311696,2,0,1,2
-0.11579190502689052,0,1,1,0
0.9621310739951713,2,0,1,2
2.8215640471410817,2,2,0,2
0.24638031294379092,0,1,2,0
1.4808629374570526,0,1,2,0
-1.7756014834507312,1,2,0,1
1.8643567294519876,1,2,1,2
-4.130140313512014,1,2,2,1
2.3304214336369875,0,0,1,2
0.19407689932917738,2,1,0,0
-0.15085675656635278,2,0,1,2
2.837088491625085,2,0,1,2
-0.9090195741869604,2,1,1,2
1.9086624572949282,1,1,2,0
0.6754648570700788,0,1,2,0
0.9781849435913615,0,1,2,0
-0.07149538489507867,1,1,2,0
0.20301914312424713,0,1,2,0
1.4445454054234412,0,0,2,0
1.7499385139198564,1,0,1,2
0.5388112752712872,2,0,1,2
1.3698157409251879,2,0,1,2
2.0169160208225794,0,1,2,0
1.4497422969662583,0,1,2,0
-0.41406333311300225,0,1,2,0
-4.390071649113635,1,0,0,1
-0.6662521638290592,0,2,2,0
-0.030317373240885015,0,1,2,0
-1.809624973199265,1,2,0,1
-3.1328667231849403,0,2,0,1
-2.213791176997032,1,2,0,1
0.22769626551053362,0,1,2,0
-2.7846414753508735,1,2,1,1
-0.9246561763742949,1,2,0,1
-2.8015262460238386,2,0,2,1
-2.943313477220373,1,2,1,1
-3.543410214317994,1,2,0,1
-1.763473950807683,0,2,0,1
0.769425773082301,0,1,2,0
0.5926330020045739,0,0,2,0
3.438133554042431,2,0,1,2
-2.9332115630398112,1,2,0,1
1.203579028915279,1,2,2,2
-0.4637585308297838,1,2,0,1
1.2407223853474032,0,1,2,0
-1.0801439655706964,1,2,0,1
-2.128686614411109,1,2,0,1
-1.233384226637587,1,2,0,1
-2.45612428371109,1,2,0,1
3.0656204132828186,2,0,1,2
-0.05607554777983159,0,1,2,0
-0.5066133100057486,1,2,0,1
0.941330105563425,1,2,1,2
0.8250989567594158,1,2,0,1
-0.4757138509638501,1,1,0,1
-1.302630636419247,1,0,0,1
0.5307528719615019,1,0,2,2
-0.4262195933169489,0,1,2,0
-1.8517398823420859,1,2,0,1
0.7143366165087458,2,0,1,2
1.600379864628653,0,0,1,2
0.7353671141832016,2,0,1,2
0.8415954825755825,1,1,2,0
2.022069647345027,2,1,0,2
-3.142382624340554,1,0,0,1
0.5595082485226098,0,1,0,0
1.6323882084183667,2,0,1,2
1.6907457844503575,1,2,1,2
1.0559653355388068,0,1,2,0
