x_num_1,x_num_2,x_num_3,x_num_4,x_cat_1,x_cat_2,true_label
-1.2331377904753609,-3.282618239266394,1.1889391755598087,2.2922547218075677,2,0,0
-0.6493267086053944,-2.434203283446825,1.9004012052013937,1.7994138675263118,0,1,0
-0.19179897465666856,-1.6860751826279965,2.1033825863699276,0.7608475562844041,0,1,2
-4.607470605789636,-2.9469479948368806,-1.1312335662916833,-0.1196067059646938,1,0,1
-5.5132302047688055,-3.590490649942668,0.7933496668305487,-0.33259310902850836,2,2,1
0.9806970551224988,-3.8173761420217636,3.240937522014225,1.6433905260587758,0,1,0
-0.005301046738317328,-2.6227915746677226,2.393779323489937,3.5121795032414096,0,1,0
1.6210008801623448,-2.4572863483360026,2.6363915250754726,3.3782275919249045,0,1,0
0.6607736703152791,-3.2791371901015474,2.454741828039315,1.8131581072305336,2,2,0
-4.663483560673866,-4.059564396793167,0.9337237055282969,-1.6517968579285487,1,2,1
-4.871625816653394,-5.071366617047994,2.3922765956869947,-1.9081555301726145,1,2,1
2.0033687359740866,-1.792266186453795,2.182215652693232,4.175280038743039,2,1,0
-6.793326774887226,-4.5413516845584105,-0.779952590290415,-0.7866682179678719,0,1,1
-1.6116063947017467,-2.016273558243144,3.6627066000151753,1.5501959445716773,2,1,2
0.3718855466124932,-1.490669715476442,2.7361958386878684,4.671220925459011,2,1,2
2.027117130923558,-3.365012969912189,1.220539867148218,2.7647396079601125,0,1,0
0.9381283903385961,-2.194606744727938,1.9121788268875086,2.052775359448781,2,0,2
-6.039062243147558,-4.620092501957309,-2.268187125417346,-2.3267370538786127,1,1,1
0.2821288405847744,-3.3685855118180674,3.3156787666798793,1.5895148791912108,2,0,2
-1.826801768855161,-3.213094916357662,2.8534965545299977,1.3088468933738386,2,0,2
-2.433792175470228,-2.0424289640722737,0.41871966596543286,3.803313037228076,2,0,2
-0.32410746833063464,-1.768791200936036,1.1053290462357783,1.816361581332485,0,2,2
-4.866969249000741,-4.464309866576378,1.189199848744357,-0.27132640833844424,1,0,1
-5.511596880424706,-3.9194772886905422,-1.0700780704297748,-2.211117075887912,1,2,1
-4.944504206069398,-3.8754529328158016,0.6620971240136622,-0.9347425551654541,1,2,1
0.8608345720560805,-2.3605531620392233,3.127577863526895,2.074166546971762,0,0,2
-1.3284918352246697,-0.6729426241646583,2.0916561315601077,0.3492325831578491,2,0,2
0.15500705444839358,-3.0372148404745647,3.9464405314683955,1.8399075971329693,2,1,2
1.0046410208911682,-2.8917239885825814,4.768827624953293,4.698538760455311,0,1,0
2.336548327061056,-3.659267336445046,2.5355318335478527,4.1316635072099075,2,0,2
